item_id,dataset,query_ref,score_band,query_active_channels,query_high_risk_channels,query_stage_profile,rating_semantic_similarity_0_2,rating_shared_high_risk_precursor_0_1,rating_supports_escalation_0_2,rating_misleading_0_1,rating_confidence_1_5,free_text_rationale,analog1_ref,analog1_active_channels,analog1_high_risk_channels,analog1_stage_profile,analog2_ref,analog2_active_channels,analog2_high_risk_channels,analog2_stage_profile,analog3_ref,analog3_active_channels,analog3_high_risk_channels,analog3_stage_profile,analog4_ref,analog4_active_channels,analog4_high_risk_channels,analog4_stage_profile,analog5_ref,analog5_active_channels,analog5_high_risk_channels,analog5_stage_profile
item_dc66258797c2,ATLASv2 held-out-family,q_46b15256ca52,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_7be87d8dee01,AIT-ADS chronology,q_4758ad64667f,top_decile,none,none,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_07ccc632b2b7,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_956926ce776f,AIT-ADS chronology,q_e6f83fa182ca,top_decile,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_6061bdcb0a8c,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;auth_abuse;execution,execution,not_provided,,,,,,,a_8a84dc420924,recon;auth_abuse;execution,execution,not_provided,a_c63f990a1dfc,recon;auth_abuse;execution,execution,not_provided,a_3f8b0c4eca4a,recon;auth_abuse;execution,execution,not_provided,a_c802a458c19a,recon;auth_abuse;execution;persistence,execution;persistence,not_provided,a_36f9693cc221,recon;auth_abuse;execution;persistence,execution;persistence,not_provided
item_1db439b2273e,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_eca24af3b6e2,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_6cdcd37df49c,ATLASv2 held-out-family,q_19fba99ac8f8,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_2fc49be5cd67,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_ccaa1fc6a878,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_19b38928adfe,AIT-ADS chronology,q_4758ad64667f,top_decile,auth_abuse;execution;priv_esc;c2,execution;priv_esc;c2,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_8d547d1e2638,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_abcb1b005c57,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_5de97807899a,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_574351dae0a7,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_00ca252a9b95,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_6d3c9cef6a6b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_6fa9c3c2b88f,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_fe9cea652da4,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_194ff82c2264,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_02d914ad9e25,AIT-ADS chronology,q_e6f83fa182ca,top_decile,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_a94e9921fca0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,a_d506e3092897,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,a_1a61ef625556,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,a_5e439ef4bb4e,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,a_69df64d671cf,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan
item_cf9f56695bd0,AIT-ADS chronology,q_e6f83fa182ca,top_decile,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_2db01202a730,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_d68e36f78bdb,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_6661fc5a7462,AIT-ADS chronology,q_4758ad64667f,top_decile,none,none,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_c7a7a0420cb4,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_6d3c9cef6a6b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_fe9cea652da4,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_194ff82c2264,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_c7ac657cdd17,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_8dd6a4b13b99,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_8d547d1e2638,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_abcb1b005c57,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_6de641f45f51,AIT-ADS chronology,q_e6f83fa182ca,middle,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_8dd6a4b13b99,auth_abuse;persistence;cred_access;lateral_move,persistence;cred_access;lateral_move,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_35fa0971d50a,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_5e439ef4bb4e,auth_abuse;lateral_move,lateral_move,cracking;dirb;dnsteal;privilege_escalation;service_scans;service_stop;webshell;wpscan,a_d68e36f78bdb,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_9dd5c151f636,ATLASv2 held-out-family,q_b4fc24ac91ca,middle,recon;auth_abuse;execution,execution,not_provided,,,,,,,a_f91496208305,recon;auth_abuse;execution,execution,not_provided,a_5d56e95326aa,recon;auth_abuse;execution,execution,not_provided,a_f02013a72d1f,recon;auth_abuse;execution,execution,not_provided,a_4cb2a539f5c5,recon;auth_abuse;execution;persistence;collection_exfil,execution;persistence;collection_exfil,not_provided,a_a83a7d993d80,recon;execution,execution,not_provided
item_74e35f43ee56,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_f68abb09cfcb,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_35fa0971d50a,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_54e36e3da5b1,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_d68e36f78bdb,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_8f23b6685077,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35fa0971d50a,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_b704fe52172b,AIT-ADS chronology,q_4758ad64667f,top_decile,none,none,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_d0122971fec3,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_3ef5468f6ca1,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9883e973d284,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4fa0b63c1b58,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_4a3532ed1640,none,none,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_2f75f7e677d9,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;auth_abuse;execution,execution,not_provided,,,,,,,a_707a67e995f8,recon;auth_abuse;execution,execution,not_provided,a_c63f990a1dfc,recon;auth_abuse;execution,execution,not_provided,a_82f6b891021d,recon;auth_abuse;execution,execution,not_provided,a_01648cbdbc45,recon;execution,execution,not_provided,a_f68613df0091,recon;execution,execution,not_provided
item_6558cdb0deb2,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,recon;auth_abuse;execution,execution,not_provided,,,,,,,a_8a84dc420924,recon;auth_abuse;execution,execution,not_provided,a_c63f990a1dfc,recon;auth_abuse;execution,execution,not_provided,a_3f8b0c4eca4a,recon;auth_abuse;execution,execution,not_provided,a_376403f1b13c,recon;auth_abuse;execution,execution,not_provided,a_d14a215df496,recon;auth_abuse;execution,execution,not_provided
item_d9069ea0dbcd,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_8b2cdfc2e70f,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_e1f98400c34f,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_bb18ae5f8cb0,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285695e9d9c6,persistence;priv_esc,persistence;priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_1c6cef386fdb,ATLASv2 held-out-family,q_8e3c5f3cbc3c,middle,none,none,not_provided,,,,,,,a_0d5cf2d4e68b,none,none,not_provided,a_cb05b7c254cc,none,none,not_provided,a_9e1735abb653,none,none,not_provided,a_06808402b0ec,none,none,not_provided,a_15d2b2a6998f,none,none,not_provided
item_302771a7b04d,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_6fa9c3c2b88f,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_aa9fb123bb40,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_6d3c9cef6a6b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_6fa9c3c2b88f,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_fe9cea652da4,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_194ff82c2264,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_1ef1a709928d,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution,execution,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_6d3c9cef6a6b,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_6fa9c3c2b88f,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_fe9cea652da4,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1b1e8c062710,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_194ff82c2264,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_5855fe4d664e,ATLASv2 held-out-family,q_19fba99ac8f8,high_quartile,recon;execution,execution,not_provided,,,,,,,a_6dcf37a38b08,recon;execution,execution,not_provided,a_206b8fa1ed9d,recon;execution,execution,not_provided,a_5702d5bffce5,recon;execution;persistence,execution;persistence,not_provided,a_683533403cb0,recon;execution;persistence,execution;persistence,not_provided,a_d14a215df496,recon;auth_abuse;execution,execution,not_provided
item_96d133e27eb4,AIT-ADS chronology,q_e6f83fa182ca,low_quartile,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_51529f6561ed,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_54e36e3da5b1,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_1f049140fd72,none,none,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_23b6ceca756d,AIT-ADS chronology,q_e6f83fa182ca,middle,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35fa0971d50a,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_4ee584bf6c49,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_aa26c68c0427,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_35fa0971d50a,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_d68e36f78bdb,auth_abuse;priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan
item_991eee1f5dfb,ATLASv2 held-out-family,q_8a4ae7dc6f39,top_decile,none,none,not_provided,,,,,,,a_3169ada826a1,none,none,not_provided,a_dd9e72aed31d,none,none,not_provided,a_201d8c1f5d20,none,none,not_provided,a_130abdbc237b,none,none,not_provided,a_29efabeac27e,none,none,not_provided
item_1d3fec101abf,AIT-ADS chronology,q_3d64d7f122be,middle,auth_abuse;execution;cred_access,execution;cred_access,dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,,,,,,,a_51529f6561ed,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_5e0523330561,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_da33b660f6b0,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan,a_35f696c3b63d,auth_abuse;execution,execution,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_1f049140fd72,auth_abuse;execution;lateral_move,execution;lateral_move,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;webshell;wpscan
item_48c37a78a200,AIT-ADS chronology,q_e6f83fa182ca,top_decile,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;reverse_shell;service_scans;wpscan,,,,,,,a_3507df9d5c34,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_8d547d1e2638,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_9b244123a640,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_35f696c3b63d,priv_esc,priv_esc,cracking;dirb;dnsteal;network_scans;privilege_escalation;service_scans;wpscan,a_285695e9d9c6,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
item_f268152795b9,AIT-ADS chronology,q_4758ad64667f,top_decile,priv_esc,priv_esc,dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,,,,,,,a_8dd6a4b13b99,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_285159b337d1,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_abcb1b005c57,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_5de97807899a,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan,a_574351dae0a7,priv_esc,priv_esc,cracking;dirb;dnsteal;privilege_escalation;reverse_shell;service_scans;service_stop;webshell;wpscan
